sentence,nsubj,root,split
"Dinleyici "" Bunlar gerçek ama "" deyince , Erdal İnönü "" Benim olmadığım yerde konuşun "" demişti demiş ti .","['Dinleyici', 'Bunlar', 'Erdal', 'Benim']",['demiş'],dev
"- Çünkü onlar , senin gibi gelip beni ziyaret etmediler .",['onlar'],['ziyaret'],dev
Etkinlik kapsamında Anma ve Saygı Geceleri de yer alıyor .,['Geceleri'],['yer'],dev
"Ve "" yanıtlar rüzgârda uçuşuyor . "" Bazen , o rahatsızlık , Böcek'te olduğu gibi , yani kapalı kaptaki kapta ki suyun kaynama noktasına geldiğinde kazanı patlatması gibi ortaya çıkar ve bir çırpıda somutlaşır .","['yanıtlar', 'ortaya']",['Ve'],dev
"Ankara , ATO konuşması gövde gösterisine dönen KKTC liderini uyardı .","['Ankara', 'konuşması']",['uyardı'],dev
Önce Türkçe'de dinlenilen ve adına Türk müziği denilen şarkılara bakın .,['müziği'],['bakın'],dev
"Amerikalı bir araştırmacı olan Samuel Mors'un bulduğu bu âletin değerini , ne anavatanı olan Amerika'da ve ne de Avrupa'da anlayacak kimse çıkmamıştı çıkmamış tı .","['Samuel', 'kimse']",['çıkmamış'],dev
"Yemeğin onur konuğu Turgut Özal , masanın başında ayağa kalkıp , bir konuşma yaptı .",['konuğu'],['yaptı'],dev
"Edebiyatta yerel ağızları dillendirme yolundaki yolunda ki çabalar bir gelenek haline gelemediğinden , öykü ve romanlarda Çorumlu da Karadenizli de resmi Türkçe'yle , başkasının ağzından konuşup durur .","['çabalar', 'Çorumlu']",['konuşup'],dev
""" Fakat konuklardan biri , Kemal Tahir'i susturarak , Kemal Tahir'i savunmaya kalktı .",['biri'],['kalktı'],dev
İnönü yana çekildi ve biraz önce durduttuğu bölüğü yeniden harekete geçirdi :,['İnönü'],['çekildi'],dev
"Adam güldü , şu cevabı verdi .",['Adam'],['güldü'],dev
8 şiddetindeki şiddetinde ki depremde 2385 kişi yaşamını yitirmişti yitirmiş ti .,['kişi'],['yitirmiş'],dev
Ruanda yönetimiyse yönetimi yse Kabila'nın saldırması halinde kendilerini savunacaklarını açıkladı .,"['yönetimi', ""Kabila'nın""]",['açıkladı'],dev
Bu resimlerin niçin alındığını hâlâ anlamış değilim .,['resimlerin'],['anlamış'],dev
"Ben şimdi öder gelirim , dedi .",['Ben'],['dedi'],dev
"Shakespeare , bir insanın içinde , sevdiğinden kuşkulanmak için ekilecek kötü tohum bekleyen uğursuz bir toprak olduğunu anlatır bu piyesinde ; o tohumun nasıl büyüdüğünü , kıskançlığın her duygudan daha büyük ve daha geniş bir ağaç haline gelip bütün öbür duyguları gölgesiyle örtebildiğini gösterir .",['Shakespeare'],['gösterir'],dev
"Daha sonra borçlarını ödediği halde kara listede olan binlerce kişi , bugün ekonomik durumu düzelse de ne kredi alabiliyor , ne kredi kartı alabiliyor .","['kişi', 'durumu']",['alabiliyor'],dev
"Şaron'un şimdiden "" yol haritasına "" itirazları var .",['itirazları'],['var'],dev
"Milli takım teknik direktörü Şenol Güneş , İsveç ve Azerbaycan maçlarından sonra kendisini eleştiren Erman Toroğlu için "" Herhalde maçta değildi , "" dedi .",['direktörü'],['dedi'],dev
Ama o saniyeler de uzadıkça uzuyor .,['saniyeler'],['uzuyor'],dev
"Hayır , o botokslanmamış .",['o'],['botokslanmamış'],dev
"Yıllar önce bir yurtdışı müsabakaya giden spor yazarlarına o günün federasyon başkanı zarf içinde yüzlerce dolar vermişti vermiş ti , çoğu da bunu almıştı almış tı .","['başkanı', 'çoğu']",['vermiş'],dev
Bazıları ona kızdı .,['Bazıları'],['kızdı'],dev
Kadın umursamaz bir tavır içinde onu izliyordu izliyor du ...,['Kadın'],['izliyor'],dev
"Bir yandan ev işi sevmeyip diğer yandan sosyal hayata bayılması , kadının kocası yeniçeriye birtakım ilhamlar verdi .",['kocası'],['verdi'],dev
Sizce de Haydar Dümen’in artık emekliye ayrılması gerekmiyor mu ?,['Haydar'],['gerekmiyor'],dev
"Böylece o günden sonra , bu kutsal topraklara "" Anadolu "" deyiverir herkes ...",['herkes'],['deyiverir'],dev
Binlerce genç girip çıkıyordu çıkıyor du kapılardan .,['genç'],['çıkıyor'],dev
"Bu sayede , "" teknik kapasitesi düşük "" makine - adamların her önüne geleni kaba kuvvetle bezdirerek yendikleri bir futbol âlemine doğru yönelmiş gidişat durdurulabildi .","['kapasitesi', 'adamların', 'gidişat']",['durdurulabildi'],dev
Fiziki Benzerlik : Her ikisinin yüz hatları ve esmerlikleri benzer .,['hatları'],['Benzerlik'],dev
"Artık malumunuz , gelin sadece çiçeğini fırlatıyor havaya , çiçeği kapan da "" normal koşullarda evlenemeyecek kadar gerizekalıyım , belki bu çiçek kara bahtımı açar "" diyerek mutlu oluveriyor .","['gelin', 'kapan', 'çiçek']",['fırlatıyor'],dev
İlk yüksek tahsil merkezleri Avrupa'da çok daha sonraları ortaya çıktılar .,['merkezleri'],['ortaya'],dev
"( Kimbilir , maç sürerken yazılmış kaç yazıda , "" Hagi çıkarılmalıydı , "" diyen kaç satır , sonradan alelacele çöpe atılmıştır atılmış tır .)","['maç', 'Hagi', 'satır']",['atılmış'],dev
"Bu onları duyarlı , empatik ve merhametli yapar .",['Bu'],['yapar'],dev
2 . 2004 yılında meydana gelen tsunami hangi ülkeleri etkilemiştir etkilemiş tir ?,['tsunami'],['etkilemiş'],dev
Rengimiz farklı olsun,['Rengimiz'],['olsun'],dev
Eski İran'ın karakol olarak kullandığı bir bölgeye girdik .,"[""İran'ın""]",['girdik'],dev
"Bir Kurtuluş Savaşı'nda olduğumuzu söyledim Amerika'da , daha program başlamadan evvel .",['program'],['söyledim'],dev
"Havuzun suyunun hasta kimselerle kirletilmemesine dikkat edilmesi , hatta sağlam kimselerin bile havuza girmeden önce havuzun dışında ayrı yerde duşta sabunlu su ile iyice yıkanıp temizlendikten sonra havuza girmesi şart koşulmuştur koşulmuş tur .","['suyunun', 'kimselerin']",['şart'],dev
"Yine romanınıza dönecek olursak , burada romanın , romancının kendi kendini anlatması , ifade etmesi de söz konusu .","['romanın', 'romancının', 'anlatması']",['konusu'],dev
"Yoksa benim aklıma bile gelmez öyle şeyler "" demez mi ?",['şeyler'],['demez'],dev
"Üniversiteye giriş sınavlarında kullanılan yöntem ve öğrencilerimizin bu yönteme daha önceden alıştırılmaları bence , kalıcı , irdeleyici bilginin ve yaratıcı düşüncenin zihinde yerleşmesini olduğu kadar , öğrencinin yazılı ve sözlü anlatım yeteneğinin gelişmesini de engellemektedir .","['yöntem', 'öğrencilerimizin', 'bilginin', 'yeteneğinin']",['engellemektedir'],dev
""" Allahım bu açığı kapatmalıyım , niye bu kitapların sayfasını açmamışım ben "" diye diye test çözüyor ...",['ben'],['test'],dev
"Unutkanlık hat safhada , dükkanınızı açık unutmuşsunuz . """,['Unutkanlık'],['hat'],dev
"Bir insandan nefret etmek için , onun seni kırması , sana kötülük yapması gerekir değil mi ? Bana hiçbir şey yapmıyordu .",['onun'],['gerekir'],dev
"Benzer bir geyikte ise hoca bu kez "" risk nedir ne dir ? "" diye soruyor sınavda .","['hoca', 'risk']",['soruyor'],dev
"Türkiye Hemofili Derneği de bu kapsamda , 19 Nisan Pazartesi günü İş Sanat Kültür Merkezi'nde 14.00 - 19.00 saatleri arasında , bilimsel ve sosyal bir program düzenleyecek .",['Derneği'],['düzenleyecek'],dev
Barış daha 19 yaşındaymış yaşında ymış o zaman ...,['Barış'],['yaşında'],dev
"O günlere ait anılarından söz ederken ailenin bu gezginliğini ve çocukluğunda yer eden izleri şöyle anlatır , Bener .",['izleri'],['anlatır'],dev
Bağırsak solucanlarının düşürülmesine yardımcı olur .,['solucanlarının'],['yardımcı'],dev
"Klâsiklerde "" konu "" dur deniz , hünerlerini sınadıkları bir mimesis kuyusu : Oylum , hareket , ışık estetik tasalarını göğüsler .","['konu', 'kuyusu']",['göğüsler'],dev
"Fazlalaşmış akıl hastaları "" Avrupa'da nice İmparator ya da kralın kıvançsız , zafersiz ve yarınsız kırık tacı , bu sularda ağır ağır dibe inmişti inmiş ti .",['hastaları'],['dibe'],dev
"Son yılda yat inşa sanayimiz büyük gelişme göstererek , özellikle el yapımı özel sipariş tekne ve büyük yatlarda uygun fiyat ve iyi işçilikle dünya piyasasında önemli yer edinmiştir edinmiş tir .",['sanayimiz'],['yer'],dev
"Ancak en son düşündüğüm şey onlar , önce buradan kurtulmalıyız .",['şey'],['onlar'],dev
Uzun Mehmet de bir parça aldı .,['Uzun'],['aldı'],dev
Genel kurul çağrısı yapılırsa Ulusoy'un seçime girip giremeyeceğine kim karar verir ?,"['çağrısı', ""Ulusoy'un"", 'kim']",['karar'],dev
Bu dönemde İnan Kıraç da yine mezun olduğu Galatasaray Lisesi'nin yönetiminde yer alıyordu .,['İnan'],['yer'],dev
"Tersine , böyle bir anlayış , bütünüyle secular ( dünyevi ) bir anlam taşır .",['anlayış'],['taşır'],dev
Canın isterse .,['Canın'],['isterse'],dev
"Ata'nın bu arzusu eylül sonlarında o kadar arttı ki , sonunda yanındakiler yanında kiler belki de "" son arzu""su olacak bu küçük isteği karşılama telaşına girdiler .","['arzusu', 'yanında']",['arttı'],dev
"Tutukluların birbirlerini şişlemeleri , uyuşturucu madde bağımlılığı , içeriye yasak maddelerin sokulmaya çalışılması gibi olaylar tamamen kontrolden çıkmıştı çıkmış tı .",['olaylar'],['çıkmış'],dev
"İnternet ile tanışıklığım , 2000 yılında eve pc almamla başladı .",['tanışıklığım'],['başladı'],dev
"Gerçekdışı biri olabilmek için kendi gerçek kimliğini terk eden biri , oyun bittiğinde kendi kimliğine dönebiliyor mu hemen , döndüğünde ruhunda gerçek olmayan Hamlet'ten birşeyler bir şeyler kalmıyor mu ?","['biri', 'biri', 'oyun', 'şeyler']",['dönebiliyor'],dev
"Geleceğimiz , şu bu değil , üniversite olmalı ...",['Geleceğimiz'],['olmalı'],dev
"İnsanlar ise yer yemez zehirlenip ölüyorlarmış ölüyorlar mış ! Birimizin kalbi ötekinde acı Arabaların çoğu eski , bakımsız , eksikli , noksanlı ...","['İnsanlar', 'kalbi', 'çoğu']",['ölüyorlar'],dev
"Buna benzer yalan iddialardan birini de Erdal Sarızeybek , aynı metodla konuşup duruyor .",['Erdal'],['konuşup'],dev
Gürel : Kıbrıs'ta ödün yok,['ödün'],['Gürel'],dev
Güneş mavi kubbenin ortasında idi .,['Güneş'],['ortasında'],dev
Bunlar kendi aralarında radyo ile haberleşiyorlar zaten .,['Bunlar'],['haberleşiyorlar'],dev
Düşen her damla büyük bir edayla suyun yüzeyindeki yüzeyinde ki yerini alıyordu .,['damla'],['alıyordu'],dev
- Takım arkadaşlarınla olan ilişkilerin nasıl ?,['ilişkilerin'],['nasıl'],dev
"1996'da Silicon Graphics'te çalışmaya başlayan Şenkut , 1999'da Google'la 30 kişilik bir ekipken sözleşme imzaladı , 63 .",['Şenkut'],['imzaladı'],dev
"Oysa "" Zeki""yi seven gerçek dostları bile iki elin parmak sayısını geçmiyordu geçmiyor du .",['dostları'],['geçmiyor'],dev
"Çocukların hepsi birden alaylı kahkahalar atınca , Nasuh Bey adımlarını yavaşlattı , durdu .","['hepsi', 'Nasuh']",['yavaşlattı'],dev
Ay Tutulmaları duygusal patlamalara sebep olan süreçlerdir süreçler dir .,['Tutulmaları'],['süreçler'],dev
"Bilgisayar uzmanları , 3 Şubat tarihinde faaliyete geçecek olan Nyxem virüsünün "" bulaştığı "" bilgisayarlarda Word , Powerpoint , Excel ve Acrobat gibi program dosyalarını sileceğini belirttiler .","['uzmanları', 'virüsünün']",['belirttiler'],dev
"Koca dağın demir damarı âdeta teslim olmuş , aleve karşı koyamıyordu koyamıyor du .",['damarı'],['teslim'],dev
"İnsanlar , sevdiklerini yitirdiler .",['İnsanlar'],['yitirdiler'],dev
"YAŞ toplantısının ardından Başbakanlığa gelen Ecevit , 130 milyar liraya mal olan asansörle 88 gün sonra makam odasına çıktı .",['Ecevit'],['çıktı'],dev
"İki taraf da sorunu masa başında çözmek istiyor "" dedi .",['taraf'],['dedi'],dev
"Hiç de azımsanmayacak , hiç de küçümsenmeyecek başarılara imza atıyor çocuklarımız .",['çocuklarımız'],['imza'],dev
"Biz hiç , kadınlardan utanıp ev değiştirmedik .",['Biz'],['değiştirmedik'],dev
Yemek çok tuz ... olmuş .,['Yemek'],['olmuş'],dev
Ama herifçioğlu Hofheim'a gitmek istiyor .,['herifçioğlu'],['istiyor'],dev
"İşler ve satışlar iyi olmasına karşın , birdenbire bir nakit darboğazına girilmeye başlandı .",['İşler'],['başlandı'],dev
( Mesut Yeğen'in Devlet Söyleminde Kürt Sorunu isimli kitabı bu süreci tüm ayrıntılarıyla anlatır ) .,['süreci'],['anlatır'],dev
"Bayrak , balon , uçurtma hep benim rengimdeydi rengimde ydi .",['Bayrak'],['rengimde'],dev
Bu süreç buraya kadar Türkiye'de de benzer bir biçimde gelişti .,['süreç'],['gelişti'],dev
Her gece yatağa uzandığınızda aklınızda o acı kahvenin tadı vardır var dır .,['tadı'],['var'],dev
"Haberde , "" Enerji emperyalizminin modern dünyanın bir gerçeği olduğunu kavramalıyız "" yorumu yapıldı .","['emperyalizminin', 'yorumu']",['yapıldı'],dev
Eğer ses tonunuzu ya da cevap verme şeklinizi iyi ayarlayabilirseniz bu onda ciddi bir merak uyandıracaktır uyandıracak tır .,['bu'],['uyandıracak'],dev
"Bir insanın bir başka insana , o çocuklara yaptığını , yapabileceğini benim kafam almıyor .","['insanın', 'kafam']",['almıyor'],dev
Nifrit Deresi'nin sularıyla dolan Doğan Zeytinyağı Fabrikası'ndaki işçiler makinelerin üzerine çıkarak kurtuldu .,['işçiler'],['kurtuldu'],dev
"Kadın ve erkekler , evli veya bekâr olup olmadıklarına göre ayrı gruplandırılır .",['Kadın'],['gruplandırılır'],dev
"* Sayılar ve Gezegenler : Bugün doğanları "" 6 "" sayısı ve ""Venüs"" yönetir .",['sayısı'],['Sayılar'],dev
"Yavaş yavaş umutsuzluğa düşerken kanatlarını oynattığında , kanatlarının gövdesine yapışmamış olduğunu anlayıp şaşırdı .",['kanatlarının'],['şaşırdı'],dev
İLİKLERİNE KADAR DONUP SAATLERCE BEKLEMEKMİŞ BEKLEMEK MİŞ AYAZLARDA .,['DONUP'],['BEKLEMEK'],dev
Baktım herkes benim kadar tezcanlı .,['herkes'],['Baktım'],dev
* Tekne karaya oturtulacaksa tekrar denize döneceği düşünülerek kıç demiri atılmalıdır .,"['Tekne', 'demiri']",['atılmalıdır'],dev
Hayat ile baş edememiş bir müzisyenin son çığlığı bu albüm .,['albüm'],['çığlığı'],dev
"Elini beline götürdüğünde , karşısındakinin fark edeceğini bildiğinden çok dikkatli davranırdı davranır dı .",['karşısındakinin'],['davranır'],dev
"Bu aşamada onun için yapabildiğimiz tek şey , arkadaşlarla koğuşunu daha sık ziyaret etmek , voltasına çıkmak ve "" Nurettin'e bir şey yapılırsa bize yapılmış sayarız , "" mesajını vermek oldu .","['şey', 'şey']",['oldu'],dev
Bunlar genel sorulardı sorular dı .,['Bunlar'],['sorular'],dev
"Her gün yeni bir devrim anlayışının üretildiği , bu yolda bilinmez ellerden çıkma kıyımlara tanık olduğumuz zamanımızda yetenekli genç oyuncuların provakosyana yenilmiş olabileceklerini düşünmeden edemiyorum .",['anlayışının'],['edemiyorum'],dev
"Kapı önünde Ayşe ,",['Ayşe'],['önünde'],dev
Bizimkiler Bizim kiler Nasrettin Hocaya sormuşlar :,['Bizim'],['sormuşlar'],dev
"Cesetler kokacak , salgın hastalık tehlikesi ciddiyet kazanacak , ama depremzedeler sakin olacak .",['depremzedeler'],['kokacak'],dev
"İnsanlar farkında bile olmadan , yaşamlarını sanal ortamda ve sanal insanlarla yaşamaya ve paylaşmaya başlarlar .",['İnsanlar'],['başlarlar'],dev
"Ben sizi öldürmek istedim , siz ise benim hayatımı kurtardınız .","['Ben', 'siz']",['istedim'],dev
"Gösterişli yemek takımlarıyla süslü , pahalı ve lezzetli yiyeceklerle dolu bir büfe hazırlanmıştı hazırlanmış dı .",['büfe'],['hazırlanmış'],dev
19 Ocak'da dost burcunuz Oğlakta doğan Yeni Ay yeni biriyle tanışma veya aşk ilişkisine başlama şansı getiriyor .,['Yeni'],['getiriyor'],dev
Ev ) mükemmellik arayışını kuvvetlendiriyordu .,['Ev'],['kuvvetlendiriyordu'],dev
Ankaralı odalar ortak bildiriyle ekonominin kötü bir dönemden geçtiğini vurguladı ve yönetenleri uyardı,"['odalar', 'ekonominin']",['vurguladı'],dev
"Ruhsal dengesi bozuk işsiz Rus , Taşkent'teki İsrail Büyükelçiliği'nin önünde vuruldu","['dengesi', 'Rus']",['vuruldu'],dev
"Konsey , önceki günkü gün kü toplantısında , sanıklar teslim edildiğinde 1992'den beri uygulanan ambargonun kaldırılacağını bildirdi .","['Konsey', 'sanıklar', 'ambargonun']",['bildirdi'],dev
"Örneğin , hasta sahipleri satın alınacak .",['sahipleri'],['satın'],dev
"Bol paraya kavuşup kendi detektiflik bürosunu açmayı hayal eden Miami'li adamımız , daha önce pek çok kez ifadesini aldığı adi hırsız Reggie'nin peşindedir peşinde dir yine .",['adamımız'],['peşinde'],dev
"Olamaz , çünkü üretimin küresel olduğu , hiçbir ülkenin kendine yeterli olmadığı bir dünyada , ulusal bağımsızlık uygulanabilirliği olmayan , afaki bir amaçtır amaç tır .","['üretimin', 'ülkenin']",['Olamaz'],dev
Sarı - Kırmızılı ekip ileride Gökhan Ünal'ı tek forvet gibi kullanıp gol ararken Beşiktaş ise Sergen ve Gökhan Güleç ile skoru değiştirme peşindeydi peşinde ydi .,"['ekip', 'Beşiktaş']",['peşinde'],dev
"İkimiz de çok rahatlamıştık rahatlamış tık , cinsellikte her şey mükemmeldi mükemmel di .","['İkimiz', 'şey']",['rahatlamış'],dev
Hasan tam ocağın önündeydi önünde ydi ve ilk gürültüyü duydu .,['Hasan'],['önünde'],dev
Yengeç erkeği duygusallıkta size destek vereceği gibi kendiside kendisi de bir destek arar .,['erkeği'],['arar'],dev
